GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
AT-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
AT-Coal-IGCC,2025,1571000,70000,.
AT-Coal-IGCC,2035,1500000,70000,.
AT-Coal-IGCC,2045,1500000,70000,.
AT-Coal-IGCC_EP,2022,1571000,70000,.
AT-Gas-CCGT,2025,700000,25000,.
AT-Gas-CCGT,2035,700000,25000,.
AT-Gas-CCGT,2045,700000,25000,.
AT-Gas-CCGT_EP,2022,700000,25000,.
AT-Gas-turbine,2025,400000,20000,.
AT-Gas-turbine,2035,400000,20000,.
AT-Gas-turbine,2045,400000,20000,.
AT-Gas-turbine_EP,2022,400000,20000,.
AT-Nuclear,2025,2800000,140000,.
AT-Nuclear,2035,2800000,140000,.
AT-Nuclear,2045,2800000,140000,.
AT-Nuclear_EP,2022,2800000,140000,.
BE-Coal-SUBCRITICAL,2025,1000000,35000,.
BE-Coal-SUBCRITICAL,2035,1000000,35000,.
BE-Coal-SUBCRITICAL,2045,1000000,35000,.
BE-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
BE-Coal-SUPERCRITICAL,2025,1200000,50000,.
BE-Coal-SUPERCRITICAL,2035,1200000,50000,.
BE-Coal-SUPERCRITICAL,2045,1200000,50000,.
BE-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
BE-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
BE-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
BE-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
BE-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
BE-Coal-IGCC,2025,1571000,70000,.
BE-Coal-IGCC,2035,1500000,70000,.
BE-Coal-IGCC,2045,1500000,70000,.
BE-Coal-IGCC_EP,2022,1571000,70000,.
BE-Gas-CCGT,2025,700000,25000,.
BE-Gas-CCGT,2035,700000,25000,.
BE-Gas-CCGT,2045,700000,25000,.
BE-Gas-CCGT_EP,2022,700000,25000,.
BE-Gas-turbine,2025,400000,20000,.
BE-Gas-turbine,2035,400000,20000,.
BE-Gas-turbine,2045,400000,20000,.
BE-Gas-turbine_EP,2022,400000,20000,.
BE-Nuclear,2025,2800000,140000,.
BE-Nuclear,2035,2800000,140000,.
BE-Nuclear,2045,2800000,140000,.
BE-Nuclear_EP,2022,2800000,140000,.
BG-Coal-SUBCRITICAL,2025,1000000,35000,.
BG-Coal-SUBCRITICAL,2035,1000000,35000,.
BG-Coal-SUBCRITICAL,2045,1000000,35000,.
BG-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
BG-Coal-SUPERCRITICAL,2025,1200000,50000,.
BG-Coal-SUPERCRITICAL,2035,1200000,50000,.
BG-Coal-SUPERCRITICAL,2045,1200000,50000,.
BG-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
BG-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
BG-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
BG-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
BG-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
BG-Coal-IGCC,2025,1571000,70000,.
BG-Coal-IGCC,2035,1500000,70000,.
BG-Coal-IGCC,2045,1500000,70000,.
BG-Coal-IGCC_EP,2022,1571000,70000,.
BG-Gas-CCGT,2025,700000,25000,.
BG-Gas-CCGT,2035,700000,25000,.
BG-Gas-CCGT,2045,700000,25000,.
BG-Gas-CCGT_EP,2022,700000,25000,.
BG-Gas-turbine,2025,400000,20000,.
BG-Gas-turbine,2035,400000,20000,.
BG-Gas-turbine,2045,400000,20000,.
BG-Gas-turbine_EP,2022,400000,20000,.
BG-Nuclear,2025,2800000,140000,.
BG-Nuclear,2035,2800000,140000,.
BG-Nuclear,2045,2800000,140000,.
BG-Nuclear_EP,2022,2800000,140000,.
CZ-Coal-SUBCRITICAL,2025,1000000,35000,.
CZ-Coal-SUBCRITICAL,2035,1000000,35000,.
CZ-Coal-SUBCRITICAL,2045,1000000,35000,.
CZ-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
CZ-Coal-SUPERCRITICAL,2025,1200000,50000,.
CZ-Coal-SUPERCRITICAL,2035,1200000,50000,.
CZ-Coal-SUPERCRITICAL,2045,1200000,50000,.
CZ-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
CZ-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
CZ-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
CZ-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
CZ-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
CZ-Coal-IGCC,2025,1571000,70000,.
CZ-Coal-IGCC,2035,1500000,70000,.
CZ-Coal-IGCC,2045,1500000,70000,.
CZ-Coal-IGCC_EP,2022,1571000,70000,.
CZ-Gas-CCGT,2025,700000,25000,.
CZ-Gas-CCGT,2035,700000,25000,.
CZ-Gas-CCGT,2045,700000,25000,.
CZ-Gas-CCGT_EP,2022,700000,25000,.
CZ-Gas-turbine,2025,400000,20000,.
CZ-Gas-turbine,2035,400000,20000,.
CZ-Gas-turbine,2045,400000,20000,.
CZ-Gas-turbine_EP,2022,400000,20000,.
CZ-Nuclear,2025,2800000,140000,.
CZ-Nuclear,2035,2800000,140000,.
CZ-Nuclear,2045,2800000,140000,.
CZ-Nuclear_EP,2022,2800000,140000,.
DE-Coal-SUBCRITICAL,2025,1000000,35000,.
DE-Coal-SUBCRITICAL,2035,1000000,35000,.
DE-Coal-SUBCRITICAL,2045,1000000,35000,.
DE-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
DE-Coal-SUPERCRITICAL,2025,1200000,50000,.
DE-Coal-SUPERCRITICAL,2035,1200000,50000,.
DE-Coal-SUPERCRITICAL,2045,1200000,50000,.
DE-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
DE-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
DE-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
DE-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
DE-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
DE-Coal-IGCC,2025,1571000,70000,.
DE-Coal-IGCC,2035,1500000,70000,.
DE-Coal-IGCC,2045,1500000,70000,.
DE-Coal-IGCC_EP,2022,1571000,70000,.
DE-Gas-CCGT,2025,700000,25000,.
DE-Gas-CCGT,2035,700000,25000,.
DE-Gas-CCGT,2045,700000,25000,.
DE-Gas-CCGT_EP,2022,700000,25000,.
DE-Gas-turbine,2025,400000,20000,.
DE-Gas-turbine,2035,400000,20000,.
DE-Gas-turbine,2045,400000,20000,.
DE-Gas-turbine_EP,2022,400000,20000,.
DE-Nuclear,2025,2800000,140000,.
DE-Nuclear,2035,2800000,140000,.
DE-Nuclear,2045,2800000,140000,.
DE-Nuclear_EP,2022,2800000,140000,.
DK-Coal-SUBCRITICAL,2025,1000000,35000,.
DK-Coal-SUBCRITICAL,2035,1000000,35000,.
DK-Coal-SUBCRITICAL,2045,1000000,35000,.
DK-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
DK-Coal-SUPERCRITICAL,2025,1200000,50000,.
DK-Coal-SUPERCRITICAL,2035,1200000,50000,.
DK-Coal-SUPERCRITICAL,2045,1200000,50000,.
DK-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
DK-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
DK-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
DK-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
DK-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
DK-Coal-IGCC,2025,1571000,70000,.
DK-Coal-IGCC,2035,1500000,70000,.
DK-Coal-IGCC,2045,1500000,70000,.
DK-Coal-IGCC_EP,2022,1571000,70000,.
DK-Gas-CCGT,2025,700000,25000,.
DK-Gas-CCGT,2035,700000,25000,.
DK-Gas-CCGT,2045,700000,25000,.
DK-Gas-CCGT_EP,2022,700000,25000,.
DK-Gas-turbine,2025,400000,20000,.
DK-Gas-turbine,2035,400000,20000,.
DK-Gas-turbine,2045,400000,20000,.
DK-Gas-turbine_EP,2022,400000,20000,.
DK-Nuclear,2025,2800000,140000,.
DK-Nuclear,2035,2800000,140000,.
DK-Nuclear,2045,2800000,140000,.
DK-Nuclear_EP,2022,2800000,140000,.
EE-Coal-SUBCRITICAL,2025,1000000,35000,.
EE-Coal-SUBCRITICAL,2035,1000000,35000,.
EE-Coal-SUBCRITICAL,2045,1000000,35000,.
EE-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
EE-Coal-SUPERCRITICAL,2025,1200000,50000,.
EE-Coal-SUPERCRITICAL,2035,1200000,50000,.
EE-Coal-SUPERCRITICAL,2045,1200000,50000,.
EE-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
EE-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
EE-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
EE-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
EE-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
EE-Coal-IGCC,2025,1571000,70000,.
EE-Coal-IGCC,2035,1500000,70000,.
EE-Coal-IGCC,2045,1500000,70000,.
EE-Coal-IGCC_EP,2022,1571000,70000,.
EE-Gas-CCGT,2025,700000,25000,.
EE-Gas-CCGT,2035,700000,25000,.
EE-Gas-CCGT,2045,700000,25000,.
EE-Gas-CCGT_EP,2022,700000,25000,.
EE-Gas-turbine,2025,400000,20000,.
EE-Gas-turbine,2035,400000,20000,.
EE-Gas-turbine,2045,400000,20000,.
EE-Gas-turbine_EP,2022,400000,20000,.
EE-Nuclear,2025,2800000,140000,.
EE-Nuclear,2035,2800000,140000,.
EE-Nuclear,2045,2800000,140000,.
EE-Nuclear_EP,2022,2800000,140000,.
ES-Coal-SUBCRITICAL,2025,1000000,35000,.
ES-Coal-SUBCRITICAL,2035,1000000,35000,.
ES-Coal-SUBCRITICAL,2045,1000000,35000,.
ES-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
ES-Coal-SUPERCRITICAL,2025,1200000,50000,.
ES-Coal-SUPERCRITICAL,2035,1200000,50000,.
ES-Coal-SUPERCRITICAL,2045,1200000,50000,.
ES-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
ES-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
ES-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
ES-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
ES-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
ES-Coal-IGCC,2025,1571000,70000,.
ES-Coal-IGCC,2035,1500000,70000,.
ES-Coal-IGCC,2045,1500000,70000,.
ES-Coal-IGCC_EP,2022,1571000,70000,.
ES-Gas-CCGT,2025,700000,25000,.
ES-Gas-CCGT,2035,700000,25000,.
ES-Gas-CCGT,2045,700000,25000,.
ES-Gas-CCGT_EP,2022,700000,25000,.
ES-Gas-turbine,2025,400000,20000,.
ES-Gas-turbine,2035,400000,20000,.
ES-Gas-turbine,2045,400000,20000,.
ES-Gas-turbine_EP,2022,400000,20000,.
ES-Nuclear,2025,2800000,140000,.
ES-Nuclear,2035,2800000,140000,.
ES-Nuclear,2045,2800000,140000,.
ES-Nuclear_EP,2022,2800000,140000,.
FR-Coal-SUBCRITICAL,2025,1000000,35000,.
FR-Coal-SUBCRITICAL,2035,1000000,35000,.
FR-Coal-SUBCRITICAL,2045,1000000,35000,.
FR-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
FR-Coal-SUPERCRITICAL,2025,1200000,50000,.
FR-Coal-SUPERCRITICAL,2035,1200000,50000,.
FR-Coal-SUPERCRITICAL,2045,1200000,50000,.
FR-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
FR-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
FR-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
FR-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
FR-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
FR-Coal-IGCC,2025,1571000,70000,.
FR-Coal-IGCC,2035,1500000,70000,.
FR-Coal-IGCC,2045,1500000,70000,.
FR-Coal-IGCC_EP,2022,1571000,70000,.
FR-Gas-CCGT,2025,700000,25000,.
FR-Gas-CCGT,2035,700000,25000,.
FR-Gas-CCGT,2045,700000,25000,.
FR-Gas-CCGT_EP,2022,700000,25000,.
FR-Gas-turbine,2025,400000,20000,.
FR-Gas-turbine,2035,400000,20000,.
FR-Gas-turbine,2045,400000,20000,.
FR-Gas-turbine_EP,2022,400000,20000,.
FR-Nuclear,2025,2800000,140000,.
FR-Nuclear,2035,2800000,140000,.
FR-Nuclear,2045,2800000,140000,.
FR-Nuclear_EP,2022,2800000,140000,.
GB-Coal-SUBCRITICAL,2025,1000000,35000,.
GB-Coal-SUBCRITICAL,2035,1000000,35000,.
GB-Coal-SUBCRITICAL,2045,1000000,35000,.
GB-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
GB-Coal-SUPERCRITICAL,2025,1200000,50000,.
GB-Coal-SUPERCRITICAL,2035,1200000,50000,.
GB-Coal-SUPERCRITICAL,2045,1200000,50000,.
GB-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
GB-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
GB-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
GB-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
GB-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
GB-Coal-IGCC,2025,1571000,70000,.
GB-Coal-IGCC,2035,1500000,70000,.
GB-Coal-IGCC,2045,1500000,70000,.
GB-Coal-IGCC_EP,2022,1571000,70000,.
GB-Gas-CCGT,2025,700000,25000,.
GB-Gas-CCGT,2035,700000,25000,.
GB-Gas-CCGT,2045,700000,25000,.
GB-Gas-CCGT_EP,2022,700000,25000,.
GB-Gas-turbine,2025,400000,20000,.
GB-Gas-turbine,2035,400000,20000,.
GB-Gas-turbine,2045,400000,20000,.
GB-Gas-turbine_EP,2022,400000,20000,.
GB-Nuclear,2025,2800000,140000,.
GB-Nuclear,2035,2800000,140000,.
GB-Nuclear,2045,2800000,140000,.
GB-Nuclear_EP,2022,2800000,140000,.
HR-Coal-SUBCRITICAL,2025,1000000,35000,.
HR-Coal-SUBCRITICAL,2035,1000000,35000,.
HR-Coal-SUBCRITICAL,2045,1000000,35000,.
HR-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
HR-Coal-SUPERCRITICAL,2025,1200000,50000,.
HR-Coal-SUPERCRITICAL,2035,1200000,50000,.
HR-Coal-SUPERCRITICAL,2045,1200000,50000,.
HR-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
HR-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
HR-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
HR-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
HR-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
HR-Coal-IGCC,2025,1571000,70000,.
HR-Coal-IGCC,2035,1500000,70000,.
HR-Coal-IGCC,2045,1500000,70000,.
HR-Coal-IGCC_EP,2022,1571000,70000,.
HR-Gas-CCGT,2025,700000,25000,.
HR-Gas-CCGT,2035,700000,25000,.
HR-Gas-CCGT,2045,700000,25000,.
HR-Gas-CCGT_EP,2022,700000,25000,.
HR-Gas-turbine,2025,400000,20000,.
HR-Gas-turbine,2035,400000,20000,.
HR-Gas-turbine,2045,400000,20000,.
HR-Gas-turbine_EP,2022,400000,20000,.
HR-Nuclear,2025,2800000,140000,.
HR-Nuclear,2035,2800000,140000,.
HR-Nuclear,2045,2800000,140000,.
HR-Nuclear_EP,2022,2800000,140000,.
HU-Coal-SUBCRITICAL,2025,1000000,35000,.
HU-Coal-SUBCRITICAL,2035,1000000,35000,.
HU-Coal-SUBCRITICAL,2045,1000000,35000,.
HU-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
HU-Coal-SUPERCRITICAL,2025,1200000,50000,.
HU-Coal-SUPERCRITICAL,2035,1200000,50000,.
HU-Coal-SUPERCRITICAL,2045,1200000,50000,.
HU-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
HU-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
HU-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
HU-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
HU-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
HU-Coal-IGCC,2025,1571000,70000,.
HU-Coal-IGCC,2035,1500000,70000,.
HU-Coal-IGCC,2045,1500000,70000,.
HU-Coal-IGCC_EP,2022,1571000,70000,.
HU-Gas-CCGT,2025,700000,25000,.
HU-Gas-CCGT,2035,700000,25000,.
HU-Gas-CCGT,2045,700000,25000,.
HU-Gas-CCGT_EP,2022,700000,25000,.
HU-Gas-turbine,2025,400000,20000,.
HU-Gas-turbine,2035,400000,20000,.
HU-Gas-turbine,2045,400000,20000,.
HU-Gas-turbine_EP,2022,400000,20000,.
HU-Nuclear,2025,2800000,140000,.
HU-Nuclear,2035,2800000,140000,.
HU-Nuclear,2045,2800000,140000,.
HU-Nuclear_EP,2022,2800000,140000,.
IT-Coal-SUBCRITICAL,2025,1000000,35000,.
IT-Coal-SUBCRITICAL,2035,1000000,35000,.
IT-Coal-SUBCRITICAL,2045,1000000,35000,.
IT-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
IT-Coal-SUPERCRITICAL,2025,1200000,50000,.
IT-Coal-SUPERCRITICAL,2035,1200000,50000,.
IT-Coal-SUPERCRITICAL,2045,1200000,50000,.
IT-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
IT-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
IT-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
IT-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
IT-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
IT-Coal-IGCC,2025,1571000,70000,.
IT-Coal-IGCC,2035,1500000,70000,.
IT-Coal-IGCC,2045,1500000,70000,.
IT-Coal-IGCC_EP,2022,1571000,70000,.
IT-Gas-CCGT,2025,700000,25000,.
IT-Gas-CCGT,2035,700000,25000,.
IT-Gas-CCGT,2045,700000,25000,.
IT-Gas-CCGT_EP,2022,700000,25000,.
IT-Gas-turbine,2025,400000,20000,.
IT-Gas-turbine,2035,400000,20000,.
IT-Gas-turbine,2045,400000,20000,.
IT-Gas-turbine_EP,2022,400000,20000,.
IT-Nuclear,2025,2800000,140000,.
IT-Nuclear,2035,2800000,140000,.
IT-Nuclear,2045,2800000,140000,.
IT-Nuclear_EP,2022,2800000,140000,.
LT-Coal-SUBCRITICAL,2025,1000000,35000,.
LT-Coal-SUBCRITICAL,2035,1000000,35000,.
LT-Coal-SUBCRITICAL,2045,1000000,35000,.
LT-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
LT-Coal-SUPERCRITICAL,2025,1200000,50000,.
LT-Coal-SUPERCRITICAL,2035,1200000,50000,.
LT-Coal-SUPERCRITICAL,2045,1200000,50000,.
LT-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
LT-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
LT-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
LT-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
LT-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
LT-Coal-IGCC,2025,1571000,70000,.
LT-Coal-IGCC,2035,1500000,70000,.
LT-Coal-IGCC,2045,1500000,70000,.
LT-Coal-IGCC_EP,2022,1571000,70000,.
LT-Gas-CCGT,2025,700000,25000,.
LT-Gas-CCGT,2035,700000,25000,.
LT-Gas-CCGT,2045,700000,25000,.
LT-Gas-CCGT_EP,2022,700000,25000,.
LT-Gas-turbine,2025,400000,20000,.
LT-Gas-turbine,2035,400000,20000,.
LT-Gas-turbine,2045,400000,20000,.
LT-Gas-turbine_EP,2022,400000,20000,.
LT-Nuclear,2025,2800000,140000,.
LT-Nuclear,2035,2800000,140000,.
LT-Nuclear,2045,2800000,140000,.
LT-Nuclear_EP,2022,2800000,140000,.
LU-Coal-SUBCRITICAL,2025,1000000,35000,.
LU-Coal-SUBCRITICAL,2035,1000000,35000,.
LU-Coal-SUBCRITICAL,2045,1000000,35000,.
LU-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
LU-Coal-SUPERCRITICAL,2025,1200000,50000,.
LU-Coal-SUPERCRITICAL,2035,1200000,50000,.
LU-Coal-SUPERCRITICAL,2045,1200000,50000,.
LU-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
LU-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
LU-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
LU-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
LU-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
LU-Coal-IGCC,2025,1571000,70000,.
LU-Coal-IGCC,2035,1500000,70000,.
LU-Coal-IGCC,2045,1500000,70000,.
LU-Coal-IGCC_EP,2022,1571000,70000,.
LU-Gas-CCGT,2025,700000,25000,.
LU-Gas-CCGT,2035,700000,25000,.
LU-Gas-CCGT,2045,700000,25000,.
LU-Gas-CCGT_EP,2022,700000,25000,.
LU-Gas-turbine,2025,400000,20000,.
LU-Gas-turbine,2035,400000,20000,.
LU-Gas-turbine,2045,400000,20000,.
LU-Gas-turbine_EP,2022,400000,20000,.
LU-Nuclear,2025,2800000,140000,.
LU-Nuclear,2035,2800000,140000,.
LU-Nuclear,2045,2800000,140000,.
LU-Nuclear_EP,2022,2800000,140000,.
LV-Coal-SUBCRITICAL,2025,1000000,35000,.
LV-Coal-SUBCRITICAL,2035,1000000,35000,.
LV-Coal-SUBCRITICAL,2045,1000000,35000,.
LV-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
LV-Coal-SUPERCRITICAL,2025,1200000,50000,.
LV-Coal-SUPERCRITICAL,2035,1200000,50000,.
LV-Coal-SUPERCRITICAL,2045,1200000,50000,.
LV-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
LV-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
LV-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
LV-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
LV-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
LV-Coal-IGCC,2025,1571000,70000,.
LV-Coal-IGCC,2035,1500000,70000,.
LV-Coal-IGCC,2045,1500000,70000,.
LV-Coal-IGCC_EP,2022,1571000,70000,.
LV-Gas-CCGT,2025,700000,25000,.
LV-Gas-CCGT,2035,700000,25000,.
LV-Gas-CCGT,2045,700000,25000,.
LV-Gas-CCGT_EP,2022,700000,25000,.
LV-Gas-turbine,2025,400000,20000,.
LV-Gas-turbine,2035,400000,20000,.
LV-Gas-turbine,2045,400000,20000,.
LV-Gas-turbine_EP,2022,400000,20000,.
LV-Nuclear,2025,2800000,140000,.
LV-Nuclear,2035,2800000,140000,.
LV-Nuclear,2045,2800000,140000,.
LV-Nuclear_EP,2022,2800000,140000,.
ME-Coal-SUBCRITICAL,2025,1000000,35000,.
ME-Coal-SUBCRITICAL,2035,1000000,35000,.
ME-Coal-SUBCRITICAL,2045,1000000,35000,.
ME-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
ME-Coal-SUPERCRITICAL,2025,1200000,50000,.
ME-Coal-SUPERCRITICAL,2035,1200000,50000,.
ME-Coal-SUPERCRITICAL,2045,1200000,50000,.
ME-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
ME-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
ME-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
ME-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
ME-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
ME-Coal-IGCC,2025,1571000,70000,.
ME-Coal-IGCC,2035,1500000,70000,.
ME-Coal-IGCC,2045,1500000,70000,.
ME-Coal-IGCC_EP,2022,1571000,70000,.
ME-Gas-CCGT,2025,700000,25000,.
ME-Gas-CCGT,2035,700000,25000,.
ME-Gas-CCGT,2045,700000,25000,.
ME-Gas-CCGT_EP,2022,700000,25000,.
ME-Gas-turbine,2025,400000,20000,.
ME-Gas-turbine,2035,400000,20000,.
ME-Gas-turbine,2045,400000,20000,.
ME-Gas-turbine_EP,2022,400000,20000,.
ME-Nuclear,2025,2800000,140000,.
ME-Nuclear,2035,2800000,140000,.
ME-Nuclear,2045,2800000,140000,.
ME-Nuclear_EP,2022,2800000,140000,.
NL-Coal-SUBCRITICAL,2025,1000000,35000,.
NL-Coal-SUBCRITICAL,2035,1000000,35000,.
NL-Coal-SUBCRITICAL,2045,1000000,35000,.
NL-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
NL-Coal-SUPERCRITICAL,2025,1200000,50000,.
NL-Coal-SUPERCRITICAL,2035,1200000,50000,.
NL-Coal-SUPERCRITICAL,2045,1200000,50000,.
NL-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
NL-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
NL-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
NL-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
NL-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
NL-Coal-IGCC,2025,1571000,70000,.
NL-Coal-IGCC,2035,1500000,70000,.
NL-Coal-IGCC,2045,1500000,70000,.
NL-Coal-IGCC_EP,2022,1571000,70000,.
NL-Gas-CCGT,2025,700000,25000,.
NL-Gas-CCGT,2035,700000,25000,.
NL-Gas-CCGT,2045,700000,25000,.
NL-Gas-CCGT_EP,2022,700000,25000,.
NL-Gas-turbine,2025,400000,20000,.
NL-Gas-turbine,2035,400000,20000,.
NL-Gas-turbine,2045,400000,20000,.
NL-Gas-turbine_EP,2022,400000,20000,.
NL-Nuclear,2025,2800000,140000,.
NL-Nuclear,2035,2800000,140000,.
NL-Nuclear,2045,2800000,140000,.
NL-Nuclear_EP,2022,2800000,140000,.
NO-Coal-SUBCRITICAL,2025,1000000,35000,.
NO-Coal-SUBCRITICAL,2035,1000000,35000,.
NO-Coal-SUBCRITICAL,2045,1000000,35000,.
NO-Coal-SUBCRITICAL_EP,2022,1000000,35000,.
NO-Coal-SUPERCRITICAL,2025,1200000,50000,.
NO-Coal-SUPERCRITICAL,2035,1200000,50000,.
NO-Coal-SUPERCRITICAL,2045,1200000,50000,.
NO-Coal-SUPERCRITICAL_EP,2022,1200000,50000,.
NO-Coal-ULTRASUPERCRITICAL,2025,1400000,55000,.
NO-Coal-ULTRASUPERCRITICAL,2035,1400000,55000,.
NO-Coal-ULTRASUPERCRITICAL,2045,1400000,55000,.
NO-Coal-ULTRASUPERCRITICAL_EP,2022,1400000,55000,.
NO-Coal-IGCC,2025,1571000,70000,.
NO-Coal-IGCC,2035,1500000,70000,.
NO-Coal-IGCC,2045,1500000,70000,.
NO-Coal-IGCC_EP,2022,1571000,70000,.
NO-Gas-CCGT,2025,700000,25000,.
NO-Gas-CCGT,2035,700000,25000,.
NO-Gas-CCGT,2045,700000,25000,.
NO-Gas-CCGT_EP,2022,700000,25000,.
NO-Gas-turbine,2025,400000,20000,.
NO-Gas-turbine,2035,400000,20000,.
NO-Gas-turbine,2045,400000,20000,.
NO-Gas-turbine_EP,2022,400000,20000,.
NO-Nuclear,2025,2800000,140000,.
NO-Nuclear,2035,2800000,140000,.
